2RA31735         1                 4831N13510E  76      HABAROVSK/NOVY                    HABAROVSK                                     Habarovsk             RUSSIAN FEDERATION (ASIA)                         
2RA31829         1                 4719N13859E  26      CAPE ZOLOTOJ                      MYS ZOLOTOJ                                   Mys Zolotoj           RUSSIAN FEDERATION (ASIA)                         
2RA31873         1                 4552N13344E 101      DAL'NERECENSK                     DAL'NERECHENSK                                Dal'nerecensk         RUSSIAN FEDERATION (ASIA)                         
2RA31909         1                 4500N13636E  68      TERNEJ                            TERNEJ                                        Ternej                RUSSIAN FEDERATION (ASIA)                         
2RA31915         1                 4424N13123E 211      POGRANICNYJ                       PROGRANICHNYJ                                 Pogranicnyj           RUSSIAN FEDERATION (ASIA)                         
2RA31960         1                 4307N13156E 183      VLADIVOSTOK                       VLADIVOSTOK                                   Vladivostok           RUSSIAN FEDERATION (ASIA)                         
2RA32061         1                 5054N14210E  31      ALEKSANDROVSK-SAHAL               ALEKSANDROVSK- SAHALINSKIJ                    Aleksdvsk.-Sahalin.   RUSSIAN FEDERATION (ASIA)                         
2RA32098         1                 4913N14306E   8      PORONAJSK                         PORONAJSK                                     Poronajsk             RUSSIAN FEDERATION (ASIA)                         
2RA32150         1                 4655N14243E  24      JUZNO-SAHALINSK                   JUZHNO-SAHALINSK                              Juzno-Sahalinsk       RUSSIAN FEDERATION (ASIA)                         
2RA32165         1                 4401N14552E  49      JUZNO-KURILSK                     JUZHNO-KURIL'SK                               Juzno-Kuril'sk        RUSSIAN FEDERATION (ASIA)                         
2RA32195         1                 4651N15152E  25      SIMUSIR ISLAND                    SIMUSIR                                       Simusir               RUSSIAN FEDERATION (ASIA)                         
2RA32252         1                 5830N15910E   7      UST'VAJAMPOLKA                    UST'VAJAMPOLKA                                Ust'-Vajampolka       RUSSIAN FEDERATION (ASIA)                         
2RA32389         1                 5619N16050E  29      KLJUCI                            KLJUCHI                                       Kljuci                RUSSIAN FEDERATION (ASIA)                         
2RA32408         1                 5613N16243E  27      UST-KAMCATSK                      UST'KAMCHATSK                                 Ust'-Kamcatsk         RUSSIAN FEDERATION (ASIA)                         
2RA32411         1                 5535N15535E   6      ICA                               ICA                                           Ica                   RUSSIAN FEDERATION (ASIA)                         
2RA32540         1                 5305N15835E  84      PETROPAVLOVSK-KAMCA               PETROPAVLOVSK- KAMCHATSKIJ                    Petropavlovsk/Kamc.   RUSSIAN FEDERATION (ASIA)                         
2RA32564         1                                      OKTIABR'SKAYA                                                                   Oktiabr'skaya         RUSSIAN FEDERATION (ASIA)                         
2RA32618         1                 5512N16559E  18      NIKOLSKOE/BERINGA                 NIKOL'SKOE                                    Nikol'skoe            RUSSIAN FEDERATION (ASIA)                         
2RA35121         1                 5141N05506E 117      ORENBURG                          ORENBURG                                      Orenburg              RUSSIAN FEDERATION (ASIA)                         
2RA35133         1                                                                                                                                            RUSSIAN FEDERATION (ASIA)                         
2RA35663         1                 4750N06645E 488      KARSAKPAJ                         KARSAKPAJ                                     Karsakpaj             RUSSIAN FEDERATION (ASIA)                         
2RA38413         1                 4144N06437E 237      TAMDY-BULAK                       TAMDY                                         Tamdy                 RUSSIAN FEDERATION (ASIA)                         
2RA38450         1                                                                                                                                            RUSSIAN FEDERATION (ASIA)                         
2RA38599         1                 4013N06944E 427      LENINBAD                          KHUDJAND                                      Leninabad             RUSSIAN FEDERATION (ASIA)                         
2RA38618         1                 4022N07145E 577      FERGANA                           FERGANA                                       Fergana               RUSSIAN FEDERATION (ASIA)                         
2RA38927         1                 3714N06716E 310      TERMEZ                            TERMEZ                                        Termez                RUSSIAN FEDERATION (ASIA)                         
2RA38933         1                 3749N06847E 429      KURGAN-TJUBE                      KURGAN-TYUBE                                  Kurgan-Tjube          RUSSIAN FEDERATION (ASIA)                         
2RA38954         1                 3730N07130E2077      HOROG                             KHOROG                                        Horog                 RUSSIAN FEDERATION (ASIA)                         
2RA38976         1                                                                                                                                            RUSSIAN FEDERATION (ASIA)                         
2RA38987         1                 3517N06221E 625      KUSKA                             GYSHGY                                        Kuska                 RUSSIAN FEDERATION (ASIA)                         
2S343418         1                 0835N08115E   7      TRINCOMALEE                       TRINCOMALEE                                   Trincomalee           SRI LANKA                                         
2S343424         1                 0802N07950E   2      PUTTALAM                          PUTTALAM                                      Puttalam              SRI LANKA                                         
2S343441         1                 0728N08022E 116      KURUNEGALA                        KURUNEGALA                                    Kurunegala            SRI LANKA                                         
2S343466         1                 0654N07952E   7      COLOMBO                           COLOMBO                                       Colombo               SRI LANKA                                         
2S343473         1                 0658N08046E          NUWARA ELIYA                      NUWARA ELIYA                                  Nuwara Eliya          SRI LANKA                                         
2S343497         1                 0607N08108E  20      HABANTOTA                         HAMBANTOTA                                    Hambantota            SRI LANKA                                         
2SD40416         12616N05010E    172616N05009E  17      DHAHRAN                           DHAHRAN                                       Dhahran               SAUDI ARABIA                                      
2SD40430         12433N03942E   6362433N03942E 636      MADINAH                           MADINAH                                       Madinah               SAUDI ARABIA                                      
2SD40438         12443N04644E   6202443N04644E 620      RIYADH OLD                        RIYADH                                        Riyadh                SAUDI ARABIA                                      
2SD41024         12141N03909E     42142N03911E  17      JEDDAH                            JEDDAH (KING ABDUL AZIZ INT. AIRPORT)         Jeddah/King Aziz Int'lSAUDI ARABIA                                      
2SD41036         12129N04033E  14532129N04033E1454      TAIF                              TAIF                                          Taif                  SAUDI ARABIA                                      
2TH48300         1                 1918N09750E 269      MAE HONG SON                      MAE HONG SON                                  Mae Hong Son          THAILAND                                          
2TH48303         1                 1955N09950E 395      CHIANG RAI                        CHIANG RAI                                    Chiang Rai            THAILAND                                          
2TH48325         1                 1810N09756E 213      MAE SARIANG                       MAE SARIANG                                   Mae Sariang           THAILAND                                          
2TH48327         1                 1847N09859E 314      CHIANG MAI(CIV/AFB)               CHIANG MAI                                    Chiang Mai            THAILAND                                          
2TH48328         1                 1817N09931E 242      LAMPANG                           LAMPANG                                       Lampang               THAILAND                                          
2TH48330         1                 1810N10010E 162      PHRAE                             PHRAE                                         Phrae                 THAILAND                                          
2TH48331         1                 1846N10046E 201      NAN/MUANG NAN                     NAN                                           Nan                   THAILAND                                          
2TH48351         1                 1737N10006E  64      UTTARADIT EAST                    UTTARADIT                                     Uttaradit             THAILAND                                          
2TH48353         1                 1727N10144E 254      LOEI                              LOEI                                          Loei                  THAILAND                                          
2TH48354         1                 1723N10248E 182      UDON THANI(CIV/AFB)               UDON THANI                                    Udon Thani            THAILAND                                          
2TH48356         1                 1709N10408E 172      SAKON NAKHON (ARMY)               SAKON NAKHON                                  Sakon Nakhon          THAILAND                                          
2TH48357         1                 1725N10447E 148      NAKHON PHANOM                     NAKHON PHANOM                                 Nakhon Phanom         THAILAND                                          
2TH48375         1                 1640N09833E 197      MAE SOT/TAK                       MAE SOT                                       Mae Sot               THAILAND                                          
2TH48376         1                 1653N09909E 124      TAK                               TAK                                           Tak                   THAILAND                                          
2TH48377         1                 1715N09901E 144      BHUMIBOL DAM                      BHUMIBOL DAM                                  Bhumibol Dam          THAILAND                                          
2TH48378         1                 1647N10016E  45      PHITSANULOK/SARIT                 PHITSANULOK                                   Phitsanulok           THAILAND                                          
2TH48379         1                 1626N10109E 116      PHETCHABUN                        PHETCHABUN                                    Phetchabun            THAILAND                                          
2TH48381         1                 1626N10250E 166      KHON KAEN                         KHON KAEN                                     Khon Kaen             THAILAND                                          
2TH48383         1                 1632N10443E 139      MUKDAHAN/BAKHON PHA               MUKDAHAN                                      Mukdahan              THAILAND                                          
2TH48400         1                 1548N10010E  35      NAKHON SAWAN                      NAKHON SAWAN                                  Nakhon Sawan          THAILAND                                          
2TH48403         1                 1548N10202E 183      CHAIYAPHUM                        CHAIYAPHUM                                    Chaiyaphum            THAILAND                                          
2TH48405         1                 1603N10341E 142      ROI ET                            ROI ET                                        Roi Et                THAILAND                                          
2TH48407         1                 1515N10452E 127      UBON/RATCHATHANI AB               UBON RATCHATHANI                              Ubon Ratchathani      THAILAND                                          
2TH48425         1                 1428N10008E   8      SUPHAN BURI                       SUPHAN BURI                                   Suphan Buri           THAILAND                                          
2TH48426         1                 1448N10037E  11      LOP BURI                          LOP BURI                                      Lop Buri              THAILAND                                          
2TH48430         1                 1403N10122E   6      PRACHIN BURI                      PRACHIN BURI                                  Prachin Buri          THAILAND                                          
2TH48431         1                 1458N10205E 188      KORAT/NAKHON RATCHA               NAKHON RATCHASIMA                             Nakhon Ratchasima     THAILAND                                          
2TH48432         1                 1453N10330E 147      SURIN                             SURIN                                         Surin                 THAILAND                                          
2TH48450         1                 1401N09932E  29      KANCHANABURI                      KANCHANABURI                                  Kanchanaburi          THAILAND                                          
2TH48455         1                 1344N10034E  20      BANGKOK                           BANGKOK                                       Bangkok               THAILAND                                          
2TH48456         1                 1355N10036E  12      BANGKOK/DON MUANG                 DON MUANG                                     Don Muang             THAILAND                                          
2TH48459         1                 1322N10059E   2      CHON BURI/SATTAHIP                CHON BURI                                     Chon Buri             THAILAND                                          
2TH48460         1                 1310N10048E  26      KO SICHANG (ISLAND)               KO SICHANG                                    Ko Sichang            THAILAND                                          
2TH48462         1                 1342N10235E  49      ARANYAPRATHET                     ARANYAPRATHET                                 Aranyaprathet         THAILAND                                          
2TH48475         1                 1235N09957E   6      HUA HIN                           HUA HIN                                       Hua Hin               THAILAND                                          
2TH48477         1                 1241N10059E  18      SATTAHIP                          SATTAHIP                                      Sattahip              THAILAND                                          
2TH48480         1                 1236N10207E   4      CHANTHABURI                       CHANTHABURI                                   Chanthaburi           THAILAND                                          
2TH48500         1                 1150N09950E   5      PRACHUAP KHIRI KHAN               PRACHUAP KHIRIKHAN                            Prachuap Khirikhan    THAILAND                                          
2TH48501         1                 1146N10253E   4      KHLONG YAI                        KHLONG YAI                                    Khlong Yai            THAILAND                                          
2TH48517         1                 1029N09911E   5      CHUMPHON                          CHUMPHON                                      Chumphon              THAILAND                                          
2TH48532         1                 0959N09837E   8      RANONG                            RANONG                                        Ranong                THAILAND                                          
2TH48551         1                 0907N09921E  11      SURAT THANI                       SURAT THANI                                   Surat Thani           THAILAND                                          
2TH48552         1                 0828N09958E   9      NAKHON SI THAMMARAT               NAKHON SI THAMMARAT                           Nakhon Si Thammarat   THAILAND                                          
2TH48564         1                 0753N09824E   3      PHUKET                            PHUKET                                        Phuket                THAILAND                                          
2TH48565         1                 0807N09819E  10      PHUKET INTL AIRPORT               PHUKET AIRPORT                                Phuket Airport        THAILAND                                          
2TH48567         1                 0731N09937E  16      TRANG                             TRANG                                         Trang                 THAILAND                                          
2TH48568         1                 0712N10036E   5      SONGKHLA(THAI-NAVY)               SONGKHLA                                      Songkhla              THAILAND                                          
2TH48583         1                 0625N10149E   5      NARATHIWAT                        NARATHIWAT                                    Narathiwat            THAILAND                                          
2TK38836         1                 3833N06847E 800      DUSANBE                           DUSHANBE                                      Dushanbe              TAJIKISTAN                                        
2TX382670000000132                 4218N05908E  71      Koneurgench                       KENEURGENCH                                   Keneurgench           TURKMENISTAN                                      
2TX38507         2                 4003N05300E -13      Turkmenbashy                      TURKMENBASHI                                  Turkmenbashi          TURKMENISTAN                                      
2TX38634         2                 3930N05420E  -8      Nebitdag                          NEBITDAG                                      Nebitdag              TURKMENISTAN                                      
2TX38656         2                 3919N05836E  87      Yerbent                           ERBENT                                        Erbent                TURKMENISTAN                                      
2TX38687         2                 3905N06336E 190      Charjew                           CHARDZHEV                                     Chardzhev             TURKMENISTAN                                      
2TX38750         2                 3728N05338E -22      Esenguly                          ESENGYLY                                      Esengyly              TURKMENISTAN                                      
2TX38759         2                 3737N05447E  29      Gyzyletrek                        GYZYLETREK                                    Gyzyletrek            TURKMENISTAN                                      
2TX38763         2                 3859N05617E  92      Gyzylarbat                        GYZYLARBAT                                    Gyzylarbat            TURKMENISTAN                                      
2TX38804         2                 3834N06311E 185      Repetek                           REPATEK                                       Repatek               TURKMENISTAN                                      
2TX38880         2                 3758N05820E 208      Ashgabat                          ASHGABAT KESHI                                Ashgabat              TURKMENISTAN                                      
2TX38895         2                 3736N06211E 240      Bayramaly                         BAJRAMALY                                     Bajram-Ali            TURKMENISTAN                                      
2TX38915         2                 3731N06601E 265      Charshangngy                      CARSANGA                                      Carsanga              TURKMENISTAN                                      
2TX38974         2                 3632N06113E 275      Saragt                            SARAGT                                        Saragt                TURKMENISTAN                                      
2UE41184         1                 2537N05556E  31      RAS AL KAHIMAH INTL AP            RAS AL KHAIMAH INTERNATIONAL AIRPORT          Ras Al Khaimah Int'l  UNITED ARAB EMIRATES                              
2UE41194         1                 2515N05520E   5      DUBAI INTL AP                     DUBAI INTERNATIONAL AIRPORT                   Dubai Int'l           UNITED ARAB EMIRATES                              
2UE41196         1                 2520N05531E  33      SHARJAH INTL AP                   SHARJAH INTER. AIRPORT                        Sharjah Int'l         UNITED ARAB EMIRATES                              
2UE41216         1                 2426N05428E   3      ABU DHABI/BATEEN AP               ABU DHABI BATEEN AIRPORT                      Abu Dhabi Bateen A.   UNITED ARAB EMIRATES                              
2UE41217         1                 2426N05439E  27      ABU DHABI INTL AP                 ABU DHABI INTER. AIRPORT                      Abu Dhabi Int'l       UNITED ARAB EMIRATES                              
2UZ38178         1                 4309N06420E 234      Ak-Bajtal                         AK-BAJTAL                                     Ak-Bajtal             UZBEKISTAN                                        
2UZ38262         1                 4257N05949E  66      Cimbaj                            CHIMBAJ                                       Chimbaj               UZBEKISTAN                                        
2UZ38457         1                 4116N06916E 488      Taskent                           TASHKENT                                      Tashkent              UZBEKISTAN                                        
2UZ38475         1                 4044N07220E 477      Andizan                           ANDIZAN                                       Andizan               UZBEKISTAN                                        
2UZ38696         1                 3934N06657E 724      Samarkand                         SAMARKAND                                     Samarkand             UZBEKISTAN                                        
2UZ38827         1                                      Bajsun                                                                          Bajsun                UZBEKISTAN                                        
3AG87007         12206S06536W  34592206S06536W3459      LA QUIACA OBS                     LA QUIACA OBSERVATORIO                        La Quiaca             ARGENTINA                                         
3AG87016         12309S06419W   3572309S06419W 357      ORAN AERO                         ORAN AERO                                     Oran Aero.            ARGENTINA                                         
3AG87047         12451S06529W  12212451S06529W1221      SALTA AERO                        SALTA AERO                                    Salta Aero.           ARGENTINA                                         
3AG87065         12410S06254W   2052410S06254W 205      RIVADAVIA                         RIVADAVIA                                     Rivadavia             ARGENTINA                                         
3AG87078         12442S06035W   1302442S06035W 130      LAS LOMITAS                       LAS LOMITAS                                   Las Lomitas           ARGENTINA                                         
3AG87129         12746S06418W   1992746S06418W 199      SANTIAGO DEL ESTERO AERO          SANTIAGO DEL ESTERO AERO.                     Santiago Estero Aero. ARGENTINA                                         
3AG87149         12649S06027W    922649S06027W  92      PRESIDENCIA R S PE%A AERO         PRESIDENCIA ROQUE SAENZ PENA AERO             Pres. Roque Saen      ARGENTINA                                         
3AG87162         12612S05814W    602612S05814W  60      FORMOSA AERO                      FORMOSA AERO                                  Formosa Aero.         ARGENTINA                                         
3AG87166         12727S05846W    622727S05846W  62      CORRIENTES AERO                   CORRIENTES AERO.                              Corrientes Aero.      ARGENTINA                                         
3AG87178         12722S05558W   1332722S05558W 133      POSADAS AERO                      POSADAS AERO.                                 Posadas Aero.         ARGENTINA                                         
3AG87217         12923S06649W   4292923S06649W 429      LA RIOJA AERO                     LA RIOJA AERO.                                La Rioja Aero.        ARGENTINA                                         
3AG87244         12954S06341W   3412954S06341W 341      VILLA MARIA DEL RIO SECO          VILLA DE MARIA DEL RIO SECO                   Villa Maria/Rio Seco  ARGENTINA                                         
3AG87257         12953S06157W    882953S06157W  88      CERES AERO                        CERES AERO                                    Ceres Aero.           ARGENTINA                                         
3AG87270         12911S05942W    532911S05942W  53      RECONQUISTA AERO                  RECONQUISTA AERO                              Reconquista Aero.     ARGENTINA                                         
3AG87289         12941S05709W    702941S05709W  70      PASO DE LOS LIBRES AERO           PASO DE LOS LIBRES AERO                       Paso Libres Aero.     ARGENTINA                                         
3AG87320         13022S06617W   4613022S06617W 461      CHAMICAL AERO                     CHAMICAL AERO                                 Chamical Aero.        ARGENTINA                                         
3AG87322         13120S06636W   6583120S06636W 658      CHEPES                            CHEPES                                        Chepes                ARGENTINA                                         
3AG87328         13157S06508W   5693157S06508W 569      VILLA DOLORES AERO                VILLA DOLORES AERO                            Villa Dolores Aero.   ARGENTINA                                         
3AG87344         13119S06413W   4743119S06413W 474      CORDOBA AERO                      CORDOBA AERO                                  Cordoba Aero.         ARGENTINA                                         
3AG87345         13124S06411W   425                     CORDOBA OBS                                                                     Cordoba Obs.          ARGENTINA                                         
3AG87349         13140S06353W   3383140S06353W 338      PILAR OBS                         PILAR OBSERVATORIO                            Pilar Obs.            ARGENTINA                                         
3AG87359         13111S06133W   100                     RAFAELA INTA                                                                    Rafaela Int'l         ARGENTINA                                         
3AG87374         13147S06029W    783147S06029W  78      PARANA AERO                       PARANA AERO                                   Parana Aero.          ARGENTINA                                         
3AG87393         13016S05739W    543016S05739W  54      MONTE CASEROS AERO                MONTE CASEROS AERO                            Monte Caseros Aero.   ARGENTINA                                         
3AG87395         13118S05801W    383118S05801W  38      CONCORDIA AERO                    CONCORDIA AERO                                Concordia Aero.       ARGENTINA                                         
3AG87418         13250S06847W   7043250S06847W 704      MENDOZA AERO                      MENDOZA AERO                                  Mendoza Aero.         ARGENTINA                                         
3AG87420         13253S06851W   827                     MENDOZA OBS                                                                     Mendoza Obs.          ARGENTINA                                         
3AG87436         13316S06621W   7133316S06621W 713      SAN LUIS AERO                     SAN LUIS AERO                                 San Luis Aero.        ARGENTINA                                         
3AG87448         13344S06523W   4863344S06523W 486      VILLA REYNOLDS AERO               VILLA REYNOLDS AERO                           Villa Reynolds Aero.  ARGENTINA                                         
3AG87453         13307S06414W   4213307S06414W 421      RIO CUARTO AERO                   RIO CUARTO AERO                               Rio Cuarto Aero.      ARGENTINA                                         
3AG87467         13242S06209W   1143242S06209W 114      MARCOS JUAREZ AERO                MARCOS JUAREZ AERO                            Marcos Juarez Aero.   ARGENTINA                                         
3AG87480         13255S06047W    253255S06047W  25      ROSARIO AERO                      ROSARIO AERO                                  Rosario Aero.         ARGENTINA                                         
3AG87484         13356S06033W    65                     PERGAMINO INTA                                                                  Pergamino Int'l       ARGENTINA                                         
3AG87497         13300S05837W    213300S05837W  21      GUALEGUAYCHU AERO                 GUALEGUAYCHU AERO                             Gualeguaychu Aero.    ARGENTINA                                         
3AG87506         13530S06935W  14253530S06935W1425      MALARG E AERO                     MALARGUE AERO                                 Malargue Aero.        ARGENTINA                                         
3AG87509         13435S06824W   7483435S06824W 748      SAN RAFAEL AERO                   SAN RAFAEL AERO                               San Rafael Aero.      ARGENTINA                                         
3AG87532         13542S06345W   1453542S06345W 145      GENERAL PICO AERO                 GENERAL PICO AERO                             Gen.Pico Aero.        ARGENTINA                                         
3AG87534         13408S06322W   1373408S06322W 137      LABOULAYE AERO                    LABOULAYE                                     Laboulaye             ARGENTINA                                         
3AG87544         13552S06154W    873552S06154W  86      PEHUAJO AERO                      PEHUAJO AERO                                  Pehuajo Aero.         ARGENTINA                                         
3AG87548         13433S06055W    813433S06055W  81      JUNIN AERO                        JUNIN AERO                                    Junin Aero.           ARGENTINA                                         
3AG87550         13527S06053W    763527S06053W  76      NUEVE DE JULIO                    NUEVE DE JULIO                                Nueve De Julio        ARGENTINA                                         
3AG87576         13449S05832W    203449S05832W  20      EZEIZA AERO                       EZEIZA AERO                                   Ezeiza Aero.          ARGENTINA                                         
3AG87582         13434S05825W     63434S05825W   6      AEROPARQUE B. AIRES AERO          AEROPARQUE BS. AS. AERO                       Aeroparque            ARGENTINA                                         
3AG87585         13435S05829W    253435S05829W  25      BUENOS AIRES                      BUENOS AIRES OBSERVATORIO                     Buenos Aires          ARGENTINA                                         
3AG87593         13458S05754W    193458S05754W  19      LA PLATA AERO                     LA PLATA AERO                                 La Plata Aero.        ARGENTINA                                         
3AG87596         13522S05717W    223522S05717W  22      PUNTA INDIO BASE AERONAV          PUNTA INDIO B.A.                              Punta Indio B.A.      ARGENTINA                                         
3AG87623         13634S06416W   1913634S06416W 191      SANTA ROSA AERO                   SANTA ROSA AERO                               Santa Rosa Aero.      ARGENTINA                                         
3AG87642         13645S05950W   132                     AZUL AERO                                                                       Azul Aero             ARGENTINA                                         
3AG87648         13621S05744W     93621S05744W   9      DOLORES AERO                      DOLORES AERO                                  Dolores Aero.         ARGENTINA                                         
3AG87679         13736S06223W   3043736S06223W 304      PIGE AERO                         PIGUE AERO                                    Pigue Aero.           ARGENTINA                                         
3AG87692         13756S05735W    213756S05735W  21      MAR DEL PLATA AERO                MAR DEL PLATA AERO                            Mar Del Plata Aero.   ARGENTINA                                         
3AG87715         13857S06808W   2713857S06808W 271      NEUQUEN AERO                      NEUQUEN AERO                                  Neuquen Aero.         ARGENTINA                                         
3AG87750         13844S06210W    833844S06210W  83      BAHIA BLANCA AERO                 BAHIA BLANCA AERO                             Bahia Blanca Aero.    ARGENTINA                                         
3AG87765         14109S07110W   8404109S07110W 840      BARILOCHE AERO                    BARILOCHE AERO                                Bariloche Aero.       ARGENTINA                                         
3AG87774         14115S06844W   8884115S06844W 888      MAQUINCHAO                        MAQUINCHAO                                    Maquinchao            ARGENTINA                                         
3AG87784         14044S06457W     74047S06506W  20      SAN ANTONIO OESTE AERO I          SAN ANTONIO OESTE AERO                        San Antonio O. Aero.  ARGENTINA                                         
3AG87803         14256S07109W   7854256S07109W 785      ESQUEL AERO                       ESQUEL AERO                                   Esquel Aero.          ARGENTINA                                         
3AG87828         14312S06516W    434312S06516W  43      TRELEW AERO                       TRELEW AERO                                   Trelew Aero.          ARGENTINA                                         
3AG87860         14547S06730W    464547S06730W  46      COMODORO RIVADAVIA AERO           COMODORO RIVADAVIA AERO                       Com. Rivadavia Aero.  ARGENTINA                                         
3AG87896         14744S06555W    804744S06555W  80      PUERTO DESEADO AERO               PUERTO DESEADO AERO                           Puerto Deseado Aero.  ARGENTINA                                         
3AG87903         15020S07218W   2205020S07218W 220      LAGO ARGENTINO AERO               LAGO ARGENTINO AERO                           Lago Argentino Aero.  ARGENTINA                                         
3AG87925         15137S06917W    195137S06917W  19      RIO GALLEGOS AERO                 RIO GALLEGOS AERO                             Rio Gallegos Aero.    ARGENTINA                                         
3AG87938         15448S06819W    145448S06819W  14      USHUAIA AERO I                    USHUAIA AERO                                  Ushuaia B.A.          ARGENTINA                                         
3BG81001         1                 0648N05809W   2      GEORGETOWN                        GEORGETOWN                                    Georgetown            GUYANA                                            
3BG81002         1                 0630N05815W  30      TIMEHRI                           TIMEHRI                                       Timehri               GUYANA                                            
3BZ82026         10229S05559W   3250229N05559W 326   326Tirios                            TIRIOS                                        Tirios                BRAZIL                                            
3BZ82098         10002S05003W    150002N05003W        15Macapa                            MACAPA                                        Macapa                BRAZIL                                            
3BZ82113         10059S06255W    400059S06235W        41Barcelos                          BARCELOS                                      Barcelos              BRAZIL                                            
3BZ82141         1                 0040S04833W  11      SOURE                             SOURE                                         Soure                 BRAZIL                                            
3BZ82145         10105S04710W    360105S04656W        37Tracuateua                        TRACUATEUA (BRAGANCA)                         Tracuateua            BRAZIL                                            
3BZ82178         10155S05531W    370155S05533W  37    38Obidos                            OBIDOS                                        Obidos                BRAZIL                                            
3BZ82181         10200S05405W   1460200S05405W       146Monte Alegre                      MONTE ALEGRE                                  Monte Alegre          BRAZIL                                            
3BZ82184         10144S05214W    160144S05214W        17Porto de Moz                      PORTO DE MOZ                                  Porto De Moz          BRAZIL                                            
3BZ82188         10140S05029W    15                   16Breves                                                                          Breves                BRAZIL                                            
3BZ82191         10127S04828W    100127S04828W        11Belem                             BELEM                                         Belem                 BRAZIL                                            
3BZ82198         10143S04524W    440143S04524W        45Turiacu                           TURIACU                                       Turiacu               BRAZIL                                            
3BZ82240         10238S05644W    290238S05644W        30Parintins                         PARINTINS                                     Parintins             BRAZIL                                            
3BZ82246         10238S05457W   1760238S05457W       177Belterra                          BELTERRA                                      Belterra              BRAZIL                                            
3BZ82280         10232S04418W    510232S04418W        51Sao Luis                          SAO LUIZ                                      Sao Luiz              BRAZIL                                            
3BZ82287         10255S04136W    220255S04136W  22    24Parnaiba                          PARNAIBA                                      Parnaiba              BRAZIL                                            
3BZ82317         10322S06442W    470322S06441W  47    48Tefe                              TEFE                                          Tefe                  BRAZIL                                            
3BZ82331         10308S06001W    720308S06001W        72Manaus                            MANAUS                                        Manaus                BRAZIL                                            
3BZ82336         10308S05826W    400308S05826W        41Itacoatiara                       ITACOATIARA                                   Itacoatiara           BRAZIL                                            
3BZ82353         10312S05112W    740312S05212W        75Altamira                          ALTAMIRA                                      Altamira              BRAZIL                                            
3BZ82361         10343S04943W    400343S04943W        41Tucurui                           TUCURUI                                       Tucurui               BRAZIL                                            
3BZ82376         10343S04532W    450342S04534W  46    46Ze Doca                           ZE DOCA                                       Ze Doca               BRAZIL                                            
3BZ82392         10342S04021W    830342S04021W        84Sobral                            SOBRAL                                        Sobral                BRAZIL                                            
3BZ82397         10346S03836W    270346S03836W        27Fortaleza                         FORTALEZA                                     Fortaleza             BRAZIL                                            
3BZ82400         10351S03225W    570351S03225W        57Fernando de Noronha               FERNANDO DE NORONHA                           Fernando De Noronha   BRAZIL                                            
3BZ82445         10416S05535W    450416S05535W        46Itaituba                          ITAITUBA                                      Itaituba              BRAZIL                                            
3BZ82476         10452S04321W   1030451S04320W 103   104Caxias                            CAXIAS                                        Caxias                BRAZIL                                            
3BZ82487         10417S03900W   8710417S03900W 870   873Guaramiranga                      GUARAMIRANGA                                  Guaramiranga          BRAZIL                                            
3BZ82493         10447S03736W    120447S03746W  12    13Jaguaruana                        JAGUARUANA                                    Jaguaruana            BRAZIL                                            
3BZ82562         10521S04909W    950521S04909W        96Maraba                            MARABA                                        Maraba                BRAZIL                                            
3BZ82564         10532S04730W   1230532S04730W       124Imperatriz                        IMPERATRIZ                                    Imperatriz            BRAZIL                                            
3BZ82568         10548S04627W   1630549S04628W 163   164Grajau                            GRAJAU                                        Grajau                BRAZIL                                            
3BZ82571         10530S04516W   1530530S04516W       155Barra do Corda                    BARRA DO CORDA                                Barra Do Corda        BRAZIL                                            
3BZ82578         10505S04249W    740505S04249W        75Teresina                          TERESINA                                      Terezina              BRAZIL                                            
3BZ82583         10510S04040W   2970510S04040W 299   300Crateus                           CRATEUS                                       Crateus               BRAZIL                                            
3BZ82586         10512S03918W   2120512S03918W       211Quixeramobim                      QUIXERAMOBIM                                  Quixeramobim          BRAZIL                                            
3BZ82588         10605S03923W    440507S03822W  44    44Morada Nova                       MORADA NOVA                                   Morada Nova           BRAZIL                                            
3BZ82590         10539S03748W    650539S03748W  65    67Apodi                             APODI                                         Apodi                 BRAZIL                                            
