1FM60195         1                 3241N00444W1515      MIDELT                            MIDELT                                        Midelt                MOROCCO                                           
1FM60220         1                 3131N00947W   8      ESSAOUIRA                         ESSAOUIRA                                     Essaouira             MOROCCO                                           
1FM60230         1                 3137N00802W 466      MARRAKECH                         MARRAKECH                                     Marrakech             MOROCCO                                           
1FM60250         1                 3023N00934W  23      AGADIR                            AGADIR                                        Agadir                MOROCCO                                           
1FM60265         1                 3056N00654W1140      OUARZAZATE                        OUARZAZATE                                    Ouarzazate            MOROCCO                                           
1GN64500         2                 0027N00925E  15      Libreville                        LIBREVILLE                                    Libreville            GABON                                             
1GN64501         2                 0042S00845E   4      Port-Gentil                       PORT-GENTIL                                   Port-Gentil           GABON                                             
1GN64503         2                 0325S01039E  34      Mayumba                           MAYUMBA                                       Mayumba               GABON                                             
1GN64504         2                 0100N00936E  13      Cocobeach                         COCOBEACH                                     Cocobeach             GABON                                             
1GN64507         2                 0251S01101E  79      Tchiban                           TCHIBANGA                                     Tchibanga             GABON                                             
1GN64510         2                 0205N01129E 599      Bitam                             BITAM                                         Bitam                 GABON                                             
1GN64545         2                 0101N01356E 501      Mkambo                            MEKAMBO                                       Mekambo               GABON                                             
1GN64550         2                 0152S01101E  89      Mouila                            MOUILA                                        Mouila                GABON                                             
1GN64551         2                 0043S01014E  26      Lambarn                           LAMBARENE                                     Lambarene             GABON                                             
1GN64552         2                 0047N01132E 583      Mitzic                            MITZIC                                        Mitzic                GABON                                             
1GN64556         2                 0034N01252E 515      Makokou                           MAKOKOU                                       Makokou               GABON                                             
1GN64560         2                 0050S01243E 485      Lastourville                      LASTOURSVILLE                                 Lastoursville         GABON                                             
1GN64565         2                 0132S01316E 573      Moanda                            MOANDA                                        Moanda                GABON                                             
1GW61809         1                 1119N01218W1026      LABE                              LABE                                          Labe                  GUINEA                                            
1GW61811         1                 1126N00910W 366      SIGUIRI                           SIGUIRI                                       Siguiri               GUINEA                                            
1GW61816         1                 1056N01419W  69      BOKE                              BOKE                                          Boke                  GUINEA                                            
1GW61818         1                 1003N01252W 459      KINDIA                            KINDIA                                        Kindia                GUINEA                                            
1GW61820         1                 1022N01205W 784      MAMOU                             MAMOU                                         Mamou                 GUINEA                                            
1GW61829         1                 1023N00918W 384      KANKAN                            KANKAN                                        Kankan                GUINEA                                            
1GW61832         1                 0934N01337W  26      CONAKRY                           CONAKRY/GBESSIA                               Conakry/Gbessia       GUINEA                                            
1GW61833         1                 1002N01045W 459      FARANAH                           FARANAH/BADALA                                Faranah/Badala        GUINEA                                            
1GW61834         1                 0911N01006W 525      KISSIDOUGOU                       KISSIDOUGOU                                   Kissidougou           GUINEA                                            
1GW61847         1                 0832N00928W 544      MACENTA                           MACENTA                                       Macenta               GUINEA                                            
1GW61849         1                 0744N00850W 470      NZEREKORE                         N'ZEREKORE                                    N'zerekore            GUINEA                                            
1IV65528         1                 0930N00734W 421      ODIENNE - AERO                    ODIENNE                                                             IVORY COAST                                       
1IV65545         1                 0803N00247W 370      BONDOUKOU                         BONDOUKOU                                                           IVORY COAST                                       
1IV65548         1                 0723N00731W 340      MAN - AERO                        MAN                                                                 IVORY COAST                                       
1IV65555         1                 0744N00504W 376      BOUAKE - AERO                     BOUAKE                                                              IVORY COAST                                       
1IV65557         1                 0608N00557W 210      GAGNOA                            GAGNOA                                                              IVORY COAST                                       
1IV65562         1                 0639N00442W  92      DIMBOKRO                          DIMBOKRO                                                            IVORY COAST                                       
1IV65578         1                 0515N00356W   8      ABIDJAN - AERODROME               ABIDJAN                                                             IVORY COAST                                       
1IV65585         1                 0518N00318W  39      ADIAKE                            ADIAKE                                                              IVORY COAST                                       
1IV65592         1                 0425N00722W  21      TABOU                             TABOU                                                               IVORY COAST                                       
1IV65599         1                 0457N00605W  66      SASSANDRA - AERO                  SASSANDRA                                                           IVORY COAST                                       
1KM64851         21027N01415E   4211027N01415E 422      MAROUA                            MAROUA-SALAK                                  Maroua-Salak          CAMEROON                                          
1KM64860         20920N01323E   2420920N01323E 244      GAROUA                            GAROUA                                        Garoua                CAMEROON                                          
1KM64870         20721N01313E  11140721N01334E1104      NGAOUNDERE                        NGAOUNDERE                                    Ngaoundere            CAMEROON                                          
1KM64890         20543N00917E   1260543N00917E          MAMFE                             MAMFE                                         Mamfe                 CAMEROON                                          
1KM64892         20603N01007E  1239                     BAMENDA                                                                         Bamenda               CAMEROON                                          
1KM64893         20539N01045E  12080539N01045E1210      NKOUNDJA                          KOUNDJA                                       Koundja               CAMEROON                                          
1KM64900         20533N01222E  10270533N01222E1031      YOKO                              YOKO                                          Yoko                  CAMEROON                                          
1KM64910         20401N00944E     50400N00944E   9      DOUALA                            DOUALA OBS.                                   Douala Obs.           CAMEROON                                          
1KM64931         20428N01422E   6530428N01422E 656      BATOURI                           BATOURI                                       Batouri               CAMEROON                                          
1KM64950         20350N01131E   7590350N01131E 760      YAOUNDE                           YAOUNDE                                       Yaounde               CAMEROON                                          
1KM64961         20309N01337E   6240309N01337E          LOMIE                             LOMIE                                         Lomie                 CAMEROON                                          
1KM64972         20254N01110E   628                     EBOLOWA                                                                         Ebolowa               CAMEROON                                          
1KN63612         1                 0307N03537E 515      LODWAR                            LODWAR                                        Lodwar                KENYA                                             
1KN63661         1                 0101N03500E1875      KITALE                            KITALE                                        Kitale                KENYA                                             
1KN63671         1                 0145N04004E          GARISSA                           WAJIR                                         Wajir                 KENYA                                             
1KN63723         1                 0028S03938E 147      GARISSA                           GARISSA                                       Garissa               KENYA                                             
1KN63741         1                 0118S03645E1798      DAGORETTI                         NAIROBI/DAGORETTI                             Nairobi/Dagoretti     KENYA                                             
1KN63820         1                 0402S03937E  55      MOMBASE                           MOMBASA                                       Mombasa               KENYA                                             
1M1610000000000133                                      BKO-VIL                                                                         Bko-Vil               MALI                                              
1M161202         2                 2012N00059E 491      TESSAL                            TESSALIT                                      Tessalit              MALI                                              
1M161214         2                 1826N00121E 459      KIDAL                             KIDAL                                         Kidal                 MALI                                              
1M161223         2                 1643N00300W 264      TOMB                              TOMBOUCTOU                                    Tombouctou            MALI                                              
1M161226         2                 1616N00003W 260      GAO                               GAO                                           Gao                   MALI                                              
1M161230         2                 1514N00921W 237      NIORO                             NIORO DU SAHEL                                Nioro du Sahel        MALI                                              
1M161233         2                 1510N00717W 265      NARA                              NARA                                          Nara                  MALI                                              
1M161240         2                 1520N00141W 288      HOMBORI                           HOMBORI                                       Hombori               MALI                                              
1M161250         2                 1552N00213E 278      MENAKA                            MENAKA                                        Menaka                MALI                                              
1M161257         2                 1426N01126W  47      KAYES                             KAYES                                         Kayes                 MALI                                              
1M161265         2                 1431N00406W 272      MOPTI                             MOPTI                                         Mopti                 MALI                                              
1M161270         2                 1304N00928W 334      KITA                              KITA                                          Kita                  MALI                                              
1M161272         2                 1324N00609W 289      SEGOU                             SEGOU                                         Segou                 MALI                                              
1M161277         2                 1320N00450W 284      SAN                               SAN                                           San                   MALI                                              
1M161285         2                 1251N01114W 132      KENIEBA                           KENIEBA                                       Kenieba               MALI                                              
1M161291         2                 1232N00757W 381      BKO-S                             BAMAKO/SENOU                                  Bamako/Senou          MALI                                              
1M161293         2                 1223N00528W 367      KOUTIA                            KOUTIALA                                      Koutiala              MALI                                              
1M161296         2                 1125N00730W 351      BOUGOUN                           BOUGOUNI                                      Bougouni              MALI                                              
1M161297         2                 1121N00541W 375      SIKASSO                           SIKASSO                                       Sikasso               MALI                                              
1MA61974         1                 1026S05645E   3      AGALEGA                           AGALEGA                                       Agalega               MAURITIUS                                         
1MA61986         1                 1627S05937E   4      ST. BRANDON                       ST. BRANDON (ST. RAPHAEL)                     St. Brandon           MAURITIUS                                         
1MA61988         1                 1941S06325E  59      RODRIGUES                         RODRIGUES                                     Rodrigues             MAURITIUS                                         
1MA61990         1                 2026S05740E  57      PLAISANCE                         PLAISANCE (MAURITIUS)                         Plaisance             MAURITIUS                                         
1MA61995         1                 2018S05730E 425      VACOAS                            VACOAS(MAURITIUS)                             Vacoas (Mauritius)    MAURITIUS                                         
1MG67009         1                 1221S04918E 105      DIEGO-SUAREZ/ANTSIR               DIEGO-SUAREZ                                  Diego-Suarez          MADAGASCAR                                        
1MG67012         1                 1319S04819E   9      NOSY BE/FASCENE                   FASCENE (NOSSI-BE)                            Fascene(Nossi-Be)     MADAGASCAR                                        
1MG67019         1                 1438S04746E  57      ANALALAVA                         ANALALAVA                                     Analalava             MADAGASCAR                                        
1MG67023         1                 1417S05010E   5      SAMBABA SUD                       SAMBAVA                                       Sambava               MADAGASCAR                                        
1MG67025         1                 1453S05015E  88      ANTALAHA/ANTSIRABAT               ANTALAHA                                      Antalaha              MADAGASCAR                                        
1MG67027         1                 1540S04621E  18      MAJUNGA/MAHAJANGA                 MAJUNGA                                       Majunga               MADAGASCAR                                        
1MG67073         1                 1803S04402E  23      MAINTIRANO                        MAINTIRANO                                    Maintirano            MADAGASCAR                                        
1MG67083         1                 1848S04729E1276      ANTANANARIVO/IVATO                ANTANANARIVO/IVATO                            Antananarivo/Ivato    MADAGASCAR                                        
1MG67095         1                 1807S04924E   6      TAMATAVE/TOAMASINA                TAMATAVE                                      Tamatave              MADAGASCAR                                        
1MG67117         1                 2017S04419E   8      MORONDAVA                         MORONDAVA                                     Morondava             MADAGASCAR                                        
1MG67137         1                 2127S04706E1109      FIANARANTSOA                      FIANARANTSOA                                  Fianarantsoa          MADAGASCAR                                        
1MG67143         1                 2112S04822E   6      MANANJARY                         MANANJARY                                     Mananjary             MADAGASCAR                                        
1MG67161         1                 2323S04344E   8      TULEAR/TOLIARA                    TULEAR                                        Tulear                MADAGASCAR                                        
1MG67197         1                 2502S04657E   9      FT. DAUPHIN/TOLAGNA               FORT-DAUPHIN                                  Fort-Dauphin          MADAGASCAR                                        
1MW67421         10942N03316E  12850942S03316E1278      CHITIPA                           CHITIPA                                       Chitipa               MALAWI                                            
1MW67423         10957N03353E   5290957S03353E 529      KARONGA                           KARONGA                                       Karonga               MALAWI                                            
1MW67485         11153N03337E  13491153S03337E1351      MZIMBA                            MZIMBA                                        Mzimba                MALAWI                                            
1MW67489         11127N03401E  12541127S03401E1253      MZUZU                             MZUZU                                         Mzuzu                 MALAWI                                            
1MW67493         11136N03418E   5001136S03418E 500      NKHATA BAY                        NKHATA BAY                                    Nkhata Bay            MALAWI                                            
1MW67585         11359N03338E  11491359S03338E1149      CHITEDZE                          CHITEDZE                                      Chitedze              MALAWI                                            
1MW67591         11255N03417E   5001255S03416E 500      NKHOTA KOTA                       NKHOTA KOTA                                   Nkhota Kota           MALAWI                                            
1MW67597         11345N03435E   5121345S03435E 513      SALIMA                            SALIMA                                        Salima                MALAWI                                            
1MW67689         11419N03416E  16321419S03416E1632      DEDZA                             DEDZA                                         Dedza                 MALAWI                                            
1MW67693         11540N03458E   7671541S03458E 767      CHILEKA                           CHILEKA                                       Chileka               MALAWI                                            
1MW67695         11429N03516E   1821426S03515E 485      MANGOCHI                          MANGOCHI                                      Mangochi              MALAWI                                            
1MW67699         11605N03538E   6521605S03535E 653      MWMOSA                            MIMOSA                                        Mimosa                MALAWI                                            
1MW67791         11555N03504E  11461555S03504E1146      BVUMBWE                           BVUMBWE                                       Bvumbwe               MALAWI                                            
1MW67793         11609N03513E   8201609S03513E 820      THYOLO                            THYOLO                                        Thyolo                MALAWI                                            
1MW67797         11631N03510E    521631S03509E  58      MAKHANGA                          MAKANGA                                       Makanga               MALAWI                                            
1NG61017         1                 1841N01255E 357      BILMA                             BILMA                                         Bilma                 NIGER                                             
1NG61024         1                 1658N00759E 502      AGADEZ                            AGADEZ                                        Agadez                NIGER                                             
1NG61030         1                                      TILLABERY                                                                       Tillabery             NIGER                                             
1NG61043         1                 1454N00515E 391      TAHOUA                            TAHOUA                                        Tahoua                NIGER                                             
1NG61049         1                 1415N01307E 286      N'GUIGMI                          N'GUIGMI                                      N'Guigmi              NIGER                                             
1NG61052         1                 1329N00210E 227      NIAMEY AERO                       NIAMEY-AERO                                   Niamey Aero           NIGER                                             
1NG61075         1                 1348N00515E 273      BIRNI N'KONNI                     BIRNI-N'KONNI                                 Birni N'Konni         NIGER                                             
1NG61080         1                 1328N00705E 373      MARADI AERO                       MARADI                                        Maradi Aero           NIGER                                             
1NG61090         1                 1347N00859E 453      ZINDER AERO                       ZINDER                                        Zinder Aero           NIGER                                             
1NG61091         1                 1259N00856E 403      MAGARIA                           MAGARIA                                       Magaria               NIGER                                             
1NG61096         1                 1314N01159E 337      MAINE SOROA                       MAINE-SOROA                                   Maine Soroa           NIGER                                             
1NG61099         1                 1153N00327E 203      GAYA                              GAYA                                          Gaya                  NIGER                                             
1NI65046         1                 1203N00832E 481      KANO                              KANO                                          Kano                  NIGERIA                                           
1NI65082         1                 1151N01305E 354      MAIDUGURI                         MAIDUGURI                                     Maiduguri             NIGERIA                                           
1NI65101         1                 0829N00435E 305      ILORIN                            ILORIN                                        Ilorin                NIGERIA                                           
1NI65123         1                 0937N00632E 260      MINNA                             MINNA                                         Minna                 NIGERIA                                           
1NI65134         1                 0952N00854E1285      JOS                               JOS                                           Jos                   NIGERIA                                           
1NI65167         1                 0914N01228E 174      YOLA                              YOLA                                          Yola                  NIGERIA                                           
1NI65201         1                 0635N00320E  38      LAGOS                             LAGOS/IKEJA                                   Lagos/Ikeja           NIGERIA                                           
1NI65250         1                 0451N00701E  18      PORT HARCOURT                     PORT HARCOURT                                 Port Harcourt         NIGERIA                                           
1NI65257         1                 0628N00733E 137      ENUGU                             ENUGU                                         Enugu                 NIGERIA                                           
1NI65271         1                 0741N00837E  97      MAKURDI                           MAKURDI                                       Makurdi               NIGERIA                                           
1PA08522         1                 3238N01654W  56      Funchal                           FUNCHAL                                       Funchal               PORTUGAL (MADEIRA)                                
1RW6400000000001330229S02946E  1706                     Rubona-colline                                                                  Rubona-Colline        RWANDA                                            
1RW6400000000002330210S03030E  1700                     Gahororo                                                                        Gahororo              RWANDA                                            
1RW6400000000003330242S02945E  1670                     Kansi-Paroisse                                                                  Kansi-Paroisse        RWANDA                                            
1RW6400000000004330211S02944E  1750                     Byimana                                                                         Byimana               RWANDA                                            
1RW6400000000005330212S03045E  1750                     Nyarubuye                                                                       Nyarubuye             RWANDA                                            
1RW6400000000006330211S02917E  1680                     Mugonero                                                                        Mugonero              RWANDA                                            
1RW6400000000007330236S02900E  1400                     Nyakabuye                                                                       Nyakabuye             RWANDA                                            
1RW6400000000008330226S02902E  1600                     Bumazi                                                                          Bumazi                RWANDA                                            
1RW6400000000009330145S02941E  1800                     Muramba-Cyabingo                                                                Muramba-Cyabingo      RWANDA                                            
1RW6400000000010330132S02934E  1900                     Mukingo                                                                         Mukingo               RWANDA                                            
1RW6400000000011330136S02947E  1570                     Nemba nord                                                                      Nemba Nord            RWANDA                                            
1RW640000000001233                                      Muranda                                                                         Muranda               RWANDA                                            
1RW640000000001333                                      Rulindo                                                                         Rulindo               RWANDA                                            
1RW64380         10228S02855E  15910228S02855E1591      Kamembe-Aero                      KAMEMBE                                       Kamembe               RWANDA                                            
1RW64384         10236S02944E  17680236S02944E1768      Butare-Aero                       BUTARE                                        Butare                RWANDA                                            
1RW64387         10158S03007E  14970158S03007E1497      Kigali-Aero                       KIGALI                                        Kigali-Aero.          RWANDA                                            
1RW64389         10210S03032E  1580                     Kibungo                                                                         Kibungo               RWANDA                                            
1SA60020         1                 2827N01615W  36      SANTA CRUZ DE TENERIFE,           SANTA CRUZ DE TENE- RIFE, CMZ                 Santa Cruz Tenerife   SPAIN (CANARY ISLANDS, CEUTA AND MELILLA)         
1SA60030         1                 2756N01523W  47      LAS PALMAS DE GRAN CANA           LAS PALMAS DE GRAN CANARIA/GANDO              Las Palmas Canary Is. SPAIN (CANARY ISLANDS, CEUTA AND MELILLA)         
1SA60040         1                 2857N01336W  21      LANZAROTE/AEROPUERTO              LANZAROTE/AEROPUERTO                          Lanzarote Aero.       SPAIN (CANARY ISLANDS, CEUTA AND MELILLA)         
1SA60338         1                 3517N00257W  55      MELILLA                           MELILLA                                       Melilla               SPAIN (CANARY ISLANDS, CEUTA AND MELILLA)         
1SC63980         10440S05531E     20440S05531E   3      SEYCHELLES INTL AP                SEYCHELLES INTER- NATIONAL AIRPORT            Seychelles Int'l      SEYCHELLES                                        
1SG61600         1                 1603N01627W   4      SAINT-LOUIS                       SAINT-LOUIS                                   Saint-Louis           SENEGAL                                           
1SG61612         1                 1639N01458W   7      PODOR                             PODOR                                         Podor                 SENEGAL                                           
1SG61627         1                 1523N01507W  21      LINGUERE                          LINGUERE                                      Linguere              SENEGAL                                           
1SG61630         1                 1539N01315W  17      MATAM                             MATAM                                         Matam                 SENEGAL                                           
1SG61641         1                 1444N01730W  24      DAKAR-YOFF                        DAKAR/YOFF                                    Dakar/Yoff            SENEGAL                                           
1SG61666         1                 1439N01614W   9      DIOURBEL                          DIOURBEL                                      Diourbel              SENEGAL                                           
1SG61679         1                 1408N01604W   7      KAOLACK                           KAOLACK                                       Kaolack               SENEGAL                                           
1SG61687         1                 1346N01341W  50      TAMBACOUNDA                       TAMBACOUNDA                                   Tambacounda           SENEGAL                                           
1SG61695         1                 1233N01616W  23      ZIGUINCHOR                        ZIGUINCHOR                                    Ziguinchor            SENEGAL                                           
1SG61698         1                 1253N01458W  10      KOLDA                             KOLDA                                         Kolda                 SENEGAL                                           
1SG61699         1                 1234N01213W 167      KEDOUGOU                          KEDOUGOU                                      Kedougou              SENEGAL                                           
1SL610000000000133                                      LUNGI                                                                           Freetown              SIERRA LEONE                                      
1SL61856         2                 0837N01312W  27      FREETOWN                          LUNGI                                         Lungi                 SIERRA LEONE                                      
1SL61866         2                 0732N01230W   8      BONTHE                            BONTHE                                        Bonthe                SIERRA LEONE                                      
1SL61881         2                 0757N01146W  93      BO                                BO                                            Bo                    SIERRA LEONE                                      
1SL61886         2                 0935N01133W 464      KABALA                            KABALA                                        Kabala                SIERRA LEONE                                      
